Date,Cash,Cash.1,Spot,Spot.1
2025-01-02 00:00:00,33.2700,34.6100,33.8900,34.2900
2025-01-03 00:00:00,33.0400,34.3800,33.6600,34.0600
2025-01-06 00:00:00,33.1300,34.4700,33.7500,34.1500
2025-01-07 00:00:00,33.2700,34.6100,33.8900,34.2900
2025-01-08 00:00:00,33.1700,34.5100,33.7900,34.1900
2025-01-09 00:00:00,33.0900,34.4300,33.7100,34.1100
2025-01-10 00:00:00,33.1200,34.4600,33.7400,34.1400
2025-01-13 00:00:00,33.0200,34.3600,33.6400,34.0400
2025-01-14 00:00:00,33.0000,34.3400,33.6200,34.0200
2025-01-15 00:00:00,33.2600,34.6000,33.8800,34.2800
2025-01-16 00:00:00,33.0900,34.4300,33.7100,34.1100
2025-01-17 00:00:00,33.0600,34.4000,33.6800,34.0800
2025-01-20 00:00:00,33.0200,34.3600,33.6400,34.0400
2025-01-21 00:00:00,33.1800,34.5200,33.8000,34.2000
2025-01-22 00:00:00,33.3200,34.6600,33.9400,34.3400
2025-01-23 00:00:00,33.2600,34.6000,33.8800,34.2800
2025-01-24 00:00:00,33.3700,34.7100,33.9900,34.3900
2025-02-03 00:00:00,32.8800,34.2200,33.5000,33.9000
2025-02-04 00:00:00,33.2000,34.5400,33.8200,34.2200
2025-02-05 00:00:00,33.3700,34.7100,33.9900,34.3900
2025-02-06 00:00:00,33.2600,34.6000,33.8800,34.2800
2025-02-07 00:00:00,33.2100,34.5500,33.8300,34.2300
2025-02-08 00:00:00,33.0500,34.3900,33.6700,34.0700
2025-02-10 00:00:00,33.0600,34.4000,33.6800,34.0800
2025-02-11 00:00:00,33.0200,34.3600,33.6400,34.0400
2025-02-12 00:00:00,33.2800,34.6200,33.9000,34.3000
2025-02-13 00:00:00,33.3800,34.7200,34.0000,34.4000
2025-02-14 00:00:00,33.5000,34.8400,34.1200,34.5200
2025-02-17 00:00:00,33.4700,34.8100,34.0900,34.4900
2025-02-18 00:00:00,33.4800,34.8200,34.1000,34.5000
2025-02-19 00:00:00,33.4100,34.7500,34.0300,34.4300
2025-02-20 00:00:00,33.4000,34.7400,34.0200,34.4200
2025-02-21 00:00:00,33.5500,34.8900,34.1700,34.5700
2025-02-24 00:00:00,33.5000,34.8400,34.1200,34.5200
2025-02-25 00:00:00,33.4900,34.8300,34.1100,34.5100
2025-02-26 00:00:00,33.6000,34.9400,34.2200,34.6200
2025-02-27 00:00:00,33.5600,34.9000,34.1800,34.5800
2025-03-03 00:00:00,33.4400,34.7800,34.0600,34.4600
2025-03-04 00:00:00,33.7200,35.0600,34.3400,34.7400
2025-03-05 00:00:00,34.2100,35.5500,34.8300,35.2300
2025-03-06 00:00:00,34.6600,36.0000,35.2800,35.6800
2025-03-07 00:00:00,34.7500,36.0900,35.3700,35.7700
2025-03-10 00:00:00,34.8100,36.1500,35.4300,35.8300
2025-03-11 00:00:00,35.0000,36.3400,35.6200,36.0200
2025-03-12 00:00:00,35.1100,36.4500,35.7300,36.1300
2025-03-13 00:00:00,35.0200,36.3600,35.6400,36.0400
2025-03-14 00:00:00,34.9100,36.2500,35.5300,35.9300
2025-03-17 00:00:00,35.0900,36.4300,35.7100,36.1100
2025-03-18 00:00:00,35.2800,36.6200,35.9000,36.3000
2025-03-19 00:00:00,35.1900,36.5300,35.8100,36.2100
2025-03-20 00:00:00,35.1100,36.4500,35.7300,36.1300
2025-03-21 00:00:00,34.9700,36.3100,35.5900,35.9900
2025-03-24 00:00:00,35.0100,36.3500,35.6300,36.0300
2025-03-25 00:00:00,34.8700,36.2100,35.4900,35.8900
2025-03-26 00:00:00,34.8900,36.2300,35.5100,35.9100
2025-03-27 00:00:00,34.8200,36.1600,35.4400,35.8400
2025-03-28 00:00:00,34.9000,36.2400,35.5200,35.9200
2025-03-31 00:00:00,35.1500,36.4900,35.7700,36.1700
2025-04-01 00:00:00,35.0500,36.3900,35.6700,36.0700
2025-04-02 00:00:00,34.8900,36.2300,35.5100,35.9100
2025-04-04 00:00:00,36.0250,36.6250,35.4960,35.9040
2025-04-07 00:00:00,36.2400,36.6400,36.2210,36.6360
2025-04-08 00:00:00,35.9800,36.3800,35.9640,36.3740
2025-04-09 00:00:00,36.3600,36.7600,36.3450,36.7530
2025-04-10 00:00:00,35.9500,36.3500,35.9360,36.3450
2025-04-11 00:00:00,36.8000,37.2000,36.7850,37.1950
2025-04-14 00:00:00,36.8100,37.2100,36.7960,37.2050
2025-04-15 00:00:00,36.6500,37.0500,36.6350,37.0450
2025-04-16 00:00:00,36.7400,37.1400,36.7240,37.1320
2025-04-17 00:00:00,36.7200,37.1200,36.7060,37.1140
2025-04-18 00:00:00,36.8900,37.2900,36.8740,37.2860
2025-04-21 00:00:00,37.2700,37.6700,37.2550,37.6640
2025-04-22 00:00:00,37.3000,37.7000,37.2850,37.6910
2025-04-23 00:00:00,36.7900,37.1900,36.7750,37.1820
2025-04-24 00:00:00,36.6700,37.0700,36.6560,37.0650
2025-04-25 00:00:00,36.6300,37.0300,36.6150,37.0270
2025-04-28 00:00:00,36.7500,37.1500,36.7370,37.1470
2025-04-29 00:00:00,36.5600,36.9600,36.5460,36.9560
2025-04-30 00:00:00,36.2700,36.6700,36.2570,36.6660
2025-05-01 00:00:00,35.8350,36.4350,36.1870,36.5960
