Rate,Cash,Spot,Forward-10Days,Forward-30Days,Forward-60Days,Forward-90Days,Forward-120Days,Forward-150Days,Forward-180Days,Rate.1,Cash.1,Spot.1,Forward-10Days.1,Forward-30Days.1,Forward-60Days.1,Forward-90Days.1,Forward-120Days.1,Forward-150Days.1,Forward-180Days.1
Buying,30.295,30.645,30.625,30.563,30.48,30.411,30.339,30.268,30.205,Selling,30.965,30.745,30.729,30.675,30.601,30.541,30.479,30.419,30.363
Buying,3.78,3.906,3.904,3.899,3.893,3.887,3.882,3.876,3.87,Selling,3.984,3.966,3.965,3.962,3.956,3.952,3.947,3.943,3.938
Buying,40.01,41.02,40.983,40.91,40.811,40.722,40.627,40.532,40.438,Selling,42.13,41.42,41.397,41.352,41.255,41.171,41.091,41.011,40.931
Buying,19.63,19.92,19.904,19.873,19.832,19.798,19.762,19.726,19.688,Selling,20.41,20.12,20.11,20.09,20.05,20.018,19.989,19.96,19.928
Buying,21.73,22.13,22.119,22.096,22.071,22.051,22.028,22.005,21.982,Selling,22.64,22.33,22.326,22.319,22.294,22.277,22.262,22.247,22.231
Buying,23.24,23.73,23.725,23.716,23.713,23.713,23.711,23.708,23.706,Selling,24.15,23.91,23.914,23.922,23.921,23.923,23.929,23.935,23.941
Buying,37.29,37.97,37.978,37.995,38.044,38.087,38.129,38.171,38.213,Selling,38.49,38.22,38.244,38.291,38.342,38.39,38.447,38.504,38.561
Buying,0.1976,0.2049,0.2049,0.205,0.2052,0.2053,0.2054,0.2055,0.2056,Selling,0.2104,0.2089,0.209,0.2092,0.2094,0.2096,0.2098,0.21,0.2103
Buying,0.0,1.689,1.686,1.68,1.672,1.665,1.657,1.649,1.641,Selling,0.0,1.769,1.767,1.763,1.754,1.747,1.74,1.733,1.726
Buying,0.0,3.2,3.199,3.197,3.195,3.193,3.191,3.189,3.187,Selling,0.0,3.3,3.3,3.3,3.299,3.297,3.297,3.297,3.297
Buying,17.52,17.9,17.888,17.864,17.839,17.817,17.794,17.771,17.748,Selling,18.37,18.1,18.095,18.086,18.063,18.042,18.026,18.009,17.993
Buying,0.8208,0.9342,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Selling,1.0108,0.9742,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Buying,0.4714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Selling,0.6034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Buying,0.00153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Selling,0.00223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Buying,34.94,35.56,35.55,35.529,35.503,35.487,35.466,35.444,35.409,Selling,36.28,35.96,35.958,35.955,35.935,35.922,35.913,35.905,35.896
Buying,0.0203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Selling,0.0242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Buying,0.00094,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Selling,0.00135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Buying,6.227,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Selling,7.752,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Buying,4.201,4.273,4.2724,4.2713,4.27,4.269,4.2672,4.265,4.2637,Selling,4.363,4.323,4.3234,4.3241,4.3231,4.3223,4.3221,4.3218,4.3215
