Currency,Date,Buy_cash,Buy_spot,Sell_cash,Sell_spot
USD,2025/05/29,29.825,29.832,29.975,29.939
EUR,2025/05/29,33.465,33.509,34.065,33.918
CNY,2025/05/29,4.131,4.1336,4.191,4.1842
