Rate,Cash,Spot,Forward-10Days,Forward-30Days,Forward-60Days,Forward-90Days,Forward-120Days,Forward-150Days,Forward-180Days,Rate.1,Cash.1,Spot.1,Forward-10Days.1,Forward-30Days.1,Forward-60Days.1,Forward-90Days.1,Forward-120Days.1,Forward-150Days.1,Forward-180Days.1
Buying,30.15,30.5,30.48,30.411,30.339,30.264,30.191,30.123,30.061,Selling,30.82,30.6,30.584,30.523,30.459,30.396,30.331,30.272,30.217
Buying,3.767,3.893,3.893,3.893,3.892,3.891,3.887,3.883,3.879,Selling,3.971,3.953,3.954,3.957,3.956,3.956,3.953,3.95,3.947
Buying,39.96,40.97,40.931,40.854,40.757,40.68,40.595,40.51,40.425,Selling,42.08,41.37,41.35,41.311,41.223,41.151,41.079,41.007,40.935
Buying,19.46,19.75,19.734,19.702,19.66,19.63,19.597,19.565,19.531,Selling,20.24,19.95,19.941,19.924,19.887,19.857,19.829,19.802,19.775
Buying,21.59,21.99,21.978,21.954,21.926,21.912,21.891,21.87,21.849,Selling,22.5,22.19,22.188,22.184,22.16,22.149,22.134,22.119,22.105
Buying,23.18,23.67,23.663,23.648,23.64,23.64,23.637,23.633,23.63,Selling,24.09,23.85,23.855,23.864,23.86,23.861,23.864,23.867,23.871
Buying,37.16,37.84,37.847,37.86,37.902,37.957,38.007,38.057,38.108,Selling,38.36,38.09,38.117,38.171,38.221,38.277,38.338,38.399,38.46
Buying,0.1977,0.205,0.205,0.205,0.2052,0.2053,0.2055,0.2056,0.2057,Selling,0.2105,0.209,0.2091,0.2094,0.2096,0.2098,0.21,0.2102,0.2105
Buying,0.0,1.692,1.689,1.683,1.675,1.668,1.66,1.652,1.645,Selling,0.0,1.772,1.77,1.765,1.758,1.751,1.743,1.736,1.729
Buying,0.0,3.15,3.149,3.146,3.144,3.143,3.142,3.141,3.139,Selling,0.0,3.25,3.25,3.251,3.249,3.249,3.248,3.248,3.248
Buying,17.41,17.79,17.777,17.75,17.722,17.702,17.679,17.655,17.632,Selling,18.26,17.99,17.987,17.98,17.956,17.937,17.918,17.9,17.881
Buying,0.8111,0.9245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Selling,1.0011,0.9645,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Buying,0.4698,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Selling,0.6018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Buying,0.00153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Selling,0.00223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Buying,34.72,35.34,35.327,35.302,35.284,35.265,35.245,35.225,35.191,Selling,36.06,35.74,35.739,35.736,35.722,35.715,35.707,35.699,35.691
Buying,0.02016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Selling,0.02406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Buying,0.00093,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Selling,0.00134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Buying,6.213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Selling,7.738,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Buying,4.175,4.247,4.2462,4.2445,4.2437,4.2433,4.2416,4.2393,4.2381,Selling,4.337,4.297,4.2971,4.2972,4.2972,4.2965,4.2966,4.2967,4.2968
