Currency,Date,Buy_cash,Buy_spot,Sell_cash,Sell_spot
USD,2025/04/15,32.425,32.427,32.575,32.533
EUR,2025/04/15,36.555,36.715,37.155,37.125
CNY,2025/04/15,4.409,4.4157,4.469,4.4663
