Currency,Date,Buy_cash,Buy_spot,Sell_cash,Sell_spot
USD,2025/04/29,32.13,32.132,32.28,32.238
EUR,2025/04/29,36.355,36.516,36.955,36.926
CNY,2025/04/29,4.4,4.4089,4.46,4.4599
