Rate,Cash,Spot,Forward-10Days,Forward-30Days,Forward-60Days,Forward-90Days,Forward-120Days,Forward-150Days,Forward-180Days,Rate.1,Cash.1,Spot.1,Forward-10Days.1,Forward-30Days.1,Forward-60Days.1,Forward-90Days.1,Forward-120Days.1,Forward-150Days.1,Forward-180Days.1
Buying,30.065,30.415,30.395,30.326,30.254,30.179,30.106,30.038,29.976,Selling,30.735,30.515,30.499,30.438,30.374,30.311,30.246,30.187,30.132
Buying,3.745,3.871,3.871,3.871,3.87,3.869,3.865,3.861,3.857,Selling,3.949,3.931,3.932,3.935,3.934,3.934,3.931,3.928,3.925
Buying,39.83,40.84,40.801,40.724,40.627,40.55,40.465,40.38,40.295,Selling,41.95,41.24,41.22,41.181,41.093,41.021,40.949,40.877,40.805
Buying,19.35,19.64,19.624,19.592,19.55,19.52,19.487,19.455,19.421,Selling,20.13,19.84,19.831,19.814,19.777,19.747,19.719,19.692,19.665
Buying,21.5,21.9,21.888,21.864,21.836,21.822,21.801,21.78,21.759,Selling,22.41,22.1,22.098,22.094,22.07,22.059,22.044,22.029,22.015
Buying,23.14,23.63,23.623,23.608,23.6,23.6,23.597,23.593,23.59,Selling,24.05,23.81,23.815,23.824,23.82,23.821,23.824,23.827,23.831
Buying,37.03,37.71,37.717,37.73,37.772,37.827,37.877,37.927,37.978,Selling,38.23,37.96,37.987,38.041,38.091,38.147,38.208,38.269,38.33
Buying,0.197,0.2043,0.2043,0.2043,0.2045,0.2046,0.2048,0.2049,0.205,Selling,0.2098,0.2083,0.2084,0.2087,0.2089,0.2091,0.2093,0.2095,0.2098
Buying,0.0,1.691,1.688,1.682,1.674,1.667,1.659,1.651,1.644,Selling,0.0,1.771,1.769,1.764,1.757,1.75,1.742,1.735,1.728
Buying,0.0,3.14,3.139,3.136,3.134,3.133,3.132,3.131,3.129,Selling,0.0,3.24,3.24,3.241,3.239,3.239,3.238,3.238,3.238
Buying,17.32,17.7,17.687,17.66,17.632,17.612,17.589,17.565,17.542,Selling,18.17,17.9,17.897,17.89,17.866,17.847,17.828,17.81,17.791
Buying,0.8102,0.9236,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Selling,1.0002,0.9636,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Buying,0.4693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Selling,0.6013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Buying,0.00153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Selling,0.00223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Buying,34.64,35.26,35.247,35.222,35.204,35.185,35.165,35.145,35.111,Selling,35.98,35.66,35.659,35.656,35.642,35.635,35.627,35.619,35.611
Buying,0.02013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Selling,0.02403,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Buying,0.00093,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Selling,0.00134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Buying,6.201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Selling,7.726,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Buying,4.161,4.233,4.2322,4.2305,4.2297,4.2293,4.2276,4.2253,4.2241,Selling,4.323,4.283,4.2831,4.2832,4.2832,4.2825,4.2826,4.2827,4.2828
