Rate,Cash,Spot,Forward-10Days,Forward-30Days,Forward-60Days,Forward-90Days,Forward-120Days,Forward-150Days,Forward-180Days,Rate.1,Cash.1,Spot.1,Forward-10Days.1,Forward-30Days.1,Forward-60Days.1,Forward-90Days.1,Forward-120Days.1,Forward-150Days.1,Forward-180Days.1
Buying,29.59,29.915,29.921,29.858,29.781,29.708,29.638,29.564,29.491,Selling,30.26,30.065,30.024,29.968,29.901,29.838,29.778,29.714,29.649
Buying,3.677,3.798,3.807,3.807,3.806,3.805,3.801,3.797,3.793,Selling,3.881,3.868,3.868,3.871,3.87,3.87,3.867,3.864,3.861
Buying,39.5,40.395,40.421,40.344,40.247,40.17,40.085,40.0,39.915,Selling,41.62,41.025,40.84,40.801,40.713,40.641,40.569,40.497,40.425
Buying,19.13,19.345,19.414,19.382,19.34,19.31,19.277,19.245,19.211,Selling,19.91,19.69,19.621,19.604,19.567,19.537,19.509,19.482,19.455
Buying,21.23,21.56,21.638,21.614,21.586,21.572,21.551,21.53,21.509,Selling,22.14,21.89,21.848,21.844,21.82,21.809,21.794,21.779,21.765
Buying,22.81,23.28,23.293,23.278,23.27,23.27,23.267,23.263,23.26,Selling,23.72,23.5,23.485,23.494,23.49,23.491,23.494,23.497,23.501
Buying,36.39,37.0,37.107,37.12,37.162,37.217,37.267,37.317,37.368,Selling,37.59,37.39,37.377,37.431,37.481,37.537,37.598,37.659,37.72
Buying,0.1946,0.2014,0.2021,0.2022,0.2023,0.2025,0.2026,0.2027,0.2028,Selling,0.2074,0.2064,0.2062,0.2064,0.2066,0.2068,0.207,0.2072,0.2074
Buying,0.0,1.66,1.667,1.661,1.653,1.646,1.638,1.63,1.623,Selling,0.0,1.75,1.748,1.743,1.736,1.729,1.721,1.714,1.707
Buying,0.0,3.09,3.099,3.096,3.094,3.093,3.092,3.091,3.089,Selling,0.0,3.21,3.2,3.201,3.199,3.199,3.198,3.198,3.198
Buying,17.28,17.61,17.677,17.65,17.622,17.602,17.579,17.555,17.532,Selling,18.13,17.91,17.887,17.88,17.856,17.837,17.818,17.8,17.781
Buying,0.7957,0.9061,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Selling,0.9857,0.9521,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Buying,0.4597,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Selling,0.5917,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Buying,0.00148,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Selling,0.00218,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Buying,34.32,34.835,34.831,34.813,34.786,34.772,34.746,34.72,34.679,Selling,35.66,35.435,35.238,35.235,35.221,35.206,35.195,35.183,35.172
Buying,0.01986,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Selling,0.02376,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Buying,0.0009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Selling,0.00131,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Buying,6.093,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Selling,7.618,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Buying,4.077,4.144,4.1465,4.1454,4.1446,4.1442,4.1426,4.1406,4.1395,Selling,4.239,4.204,4.1973,4.1979,4.1977,4.1972,4.1971,4.197,4.1969
