Rate,Cash,Spot,Forward-10Days,Forward-30Days,Forward-60Days,Forward-90Days,Forward-120Days,Forward-150Days,Forward-180Days,Rate.1,Cash.1,Spot.1,Forward-10Days.1,Forward-30Days.1,Forward-60Days.1,Forward-90Days.1,Forward-120Days.1,Forward-150Days.1,Forward-180Days.1
Buying,30.18,30.53,30.51,30.448,30.365,30.296,30.224,30.153,30.09,Selling,30.85,30.63,30.614,30.56,30.486,30.426,30.364,30.304,30.248
Buying,3.764,3.89,3.888,3.883,3.877,3.871,3.866,3.86,3.854,Selling,3.968,3.95,3.949,3.946,3.94,3.936,3.931,3.927,3.922
Buying,39.97,40.98,40.943,40.87,40.771,40.682,40.587,40.492,40.398,Selling,42.09,41.38,41.357,41.312,41.215,41.131,41.051,40.971,40.891
Buying,19.59,19.88,19.864,19.833,19.792,19.758,19.722,19.686,19.648,Selling,20.37,20.08,20.07,20.05,20.01,19.978,19.949,19.92,19.888
Buying,21.66,22.06,22.049,22.026,22.001,21.981,21.958,21.935,21.912,Selling,22.57,22.26,22.256,22.249,22.224,22.207,22.192,22.177,22.161
Buying,23.19,23.68,23.675,23.666,23.663,23.663,23.661,23.658,23.656,Selling,24.1,23.86,23.864,23.872,23.871,23.873,23.879,23.885,23.891
Buying,37.22,37.9,37.908,37.925,37.974,38.017,38.059,38.101,38.143,Selling,38.42,38.15,38.174,38.221,38.272,38.32,38.377,38.434,38.491
Buying,0.1971,0.2044,0.2044,0.2045,0.2047,0.2048,0.2049,0.205,0.2051,Selling,0.2099,0.2084,0.2085,0.2087,0.2089,0.2091,0.2093,0.2095,0.2098
Buying,0.0,1.685,1.682,1.676,1.668,1.661,1.653,1.645,1.637,Selling,0.0,1.765,1.763,1.759,1.75,1.743,1.736,1.729,1.722
Buying,0.0,3.2,3.199,3.197,3.195,3.193,3.191,3.189,3.187,Selling,0.0,3.3,3.3,3.3,3.299,3.297,3.297,3.297,3.297
Buying,17.46,17.84,17.828,17.804,17.779,17.757,17.734,17.711,17.688,Selling,18.31,18.04,18.035,18.026,18.003,17.982,17.966,17.949,17.933
Buying,0.8214,0.9348,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Selling,1.0114,0.9748,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Buying,0.4706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Selling,0.6026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Buying,0.00153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Selling,0.00223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Buying,34.9,35.52,35.51,35.489,35.463,35.447,35.426,35.404,35.369,Selling,36.24,35.92,35.918,35.915,35.895,35.882,35.873,35.865,35.856
Buying,0.02025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Selling,0.02415,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Buying,0.00093,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Selling,0.00134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Buying,6.212,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Selling,7.737,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Buying,4.19,4.262,4.2614,4.2603,4.259,4.258,4.2562,4.254,4.2527,Selling,4.352,4.312,4.3124,4.3131,4.3121,4.3113,4.3111,4.3108,4.3105
