Currency,Date,Buy_cash,Buy_spot,Sell_cash,Sell_spot
USD,2025/04/09,32.935,32.934,33.085,33.043
EUR,2025/04/09,36.135,36.135,36.735,36.543
CNY,2025/04/09,4.449,4.451,4.509,4.5022
