Rate,Cash,Spot,Forward-10Days,Forward-30Days,Forward-60Days,Forward-90Days,Forward-120Days,Forward-150Days,Forward-180Days,Rate.1,Cash.1,Spot.1,Forward-10Days.1,Forward-30Days.1,Forward-60Days.1,Forward-90Days.1,Forward-120Days.1,Forward-150Days.1,Forward-180Days.1
Buying,29.44,29.765,29.77,29.708,29.628,29.557,29.487,29.419,29.352,Selling,30.11,29.915,29.874,29.818,29.748,29.687,29.627,29.569,29.51
Buying,3.646,3.767,3.771,3.771,3.77,3.769,3.765,3.761,3.757,Selling,3.85,3.837,3.832,3.835,3.834,3.834,3.831,3.828,3.825
Buying,38.92,39.815,39.891,39.814,39.717,39.64,39.555,39.47,39.385,Selling,41.04,40.445,40.31,40.271,40.183,40.111,40.039,39.967,39.895
Buying,19.07,19.285,19.364,19.332,19.29,19.26,19.227,19.195,19.161,Selling,19.85,19.63,19.571,19.554,19.517,19.487,19.459,19.432,19.405
Buying,21.21,21.54,21.628,21.604,21.576,21.562,21.541,21.52,21.499,Selling,22.12,21.87,21.838,21.834,21.81,21.799,21.784,21.769,21.755
Buying,22.64,23.11,23.153,23.138,23.13,23.13,23.127,23.123,23.12,Selling,23.55,23.33,23.345,23.354,23.35,23.351,23.354,23.357,23.361
Buying,36.13,36.74,36.837,36.85,36.892,36.947,36.997,37.047,37.098,Selling,37.33,37.13,37.107,37.161,37.211,37.267,37.328,37.389,37.45
Buying,0.193,0.1998,0.2007,0.2008,0.2009,0.201,0.2011,0.2013,0.2014,Selling,0.2058,0.2048,0.2047,0.2049,0.2051,0.2053,0.2055,0.2058,0.206
Buying,0.0,1.636,1.643,1.637,1.629,1.622,1.614,1.606,1.599,Selling,0.0,1.726,1.724,1.719,1.712,1.705,1.697,1.69,1.683
Buying,0.0,3.06,3.069,3.066,3.064,3.063,3.062,3.061,3.059,Selling,0.0,3.18,3.17,3.171,3.169,3.169,3.168,3.168,3.168
Buying,17.29,17.62,17.687,17.66,17.632,17.612,17.589,17.565,17.542,Selling,18.14,17.92,17.897,17.89,17.866,17.847,17.828,17.81,17.791
Buying,0.7947,0.9051,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Selling,0.9847,0.9511,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Buying,0.4589,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Selling,0.5909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Buying,0.00148,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Selling,0.00218,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Buying,33.95,34.465,34.591,34.572,34.549,34.532,34.512,34.491,34.458,Selling,35.29,35.065,34.999,34.998,34.979,34.968,34.961,34.954,34.947
Buying,0.01975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Selling,0.02365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Buying,0.00089,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Selling,0.0013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Buying,6.012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Selling,7.537,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Buying,4.056,4.123,4.1265,4.1254,4.1251,4.1246,4.1233,4.1216,4.1206,Selling,4.218,4.183,4.1774,4.1782,4.1777,4.1777,4.1779,4.1782,4.1784
