Currency,Date,Buy_cash,Buy_spot,Sell_cash,Sell_spot
USD,2025/08/01,29.94,29.945,30.09,30.049
EUR,2025/08/01,33.975,34.071,34.575,34.48
CNY,2025/08/01,4.128,4.1323,4.188,4.1833
