Currency,Date,Buy_cash,Buy_spot,Sell_cash,Sell_spot
USD,2025/05/02,30.725,30.726,30.875,30.833
EUR,2025/05/02,34.615,34.652,35.215,35.07
CNY,2025/05/02,4.226,4.2247,4.286,4.2765
