Rate,Cash,Spot,Forward-10Days,Forward-30Days,Forward-60Days,Forward-90Days,Forward-120Days,Forward-150Days,Forward-180Days,Rate.1,Cash.1,Spot.1,Forward-10Days.1,Forward-30Days.1,Forward-60Days.1,Forward-90Days.1,Forward-120Days.1,Forward-150Days.1,Forward-180Days.1
Buying,29.39,29.715,29.72,29.658,29.575,29.504,29.436,29.363,29.298,Selling,30.06,29.865,29.824,29.768,29.695,29.635,29.576,29.513,29.457
Buying,3.64,3.761,3.765,3.765,3.764,3.763,3.759,3.755,3.751,Selling,3.844,3.831,3.826,3.829,3.828,3.828,3.825,3.822,3.819
Buying,38.85,39.745,39.621,39.544,39.447,39.37,39.285,39.2,39.115,Selling,40.97,40.375,40.04,40.001,39.913,39.841,39.769,39.697,39.625
Buying,19.04,19.255,19.354,19.322,19.28,19.25,19.217,19.185,19.151,Selling,19.82,19.6,19.561,19.544,19.507,19.477,19.449,19.422,19.395
Buying,21.18,21.51,21.598,21.574,21.546,21.532,21.511,21.49,21.469,Selling,22.09,21.84,21.808,21.804,21.78,21.769,21.754,21.739,21.725
Buying,22.64,23.11,23.143,23.128,23.12,23.12,23.117,23.113,23.11,Selling,23.55,23.33,23.335,23.344,23.34,23.341,23.344,23.347,23.351
Buying,36.13,36.74,36.887,36.9,36.942,36.997,37.047,37.097,37.148,Selling,37.33,37.13,37.157,37.211,37.261,37.317,37.378,37.439,37.5
Buying,0.1934,0.2002,0.2008,0.2009,0.2011,0.2013,0.2014,0.2016,0.2017,Selling,0.2062,0.2052,0.2049,0.2051,0.2053,0.2056,0.2058,0.2061,0.2064
Buying,0.0,1.635,1.641,1.635,1.627,1.62,1.612,1.604,1.597,Selling,0.0,1.725,1.722,1.717,1.71,1.703,1.695,1.688,1.681
Buying,0.0,3.06,3.059,3.056,3.054,3.053,3.052,3.051,3.049,Selling,0.0,3.18,3.16,3.161,3.159,3.159,3.158,3.158,3.158
Buying,17.28,17.61,17.657,17.63,17.602,17.582,17.559,17.535,17.512,Selling,18.13,17.91,17.867,17.86,17.836,17.817,17.798,17.78,17.761
Buying,0.793,0.9034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Selling,0.983,0.9494,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Buying,0.4558,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Selling,0.5878,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Buying,0.00148,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Selling,0.00218,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Buying,33.94,34.455,34.62,34.601,34.579,34.563,34.544,34.525,34.492,Selling,35.28,35.055,35.029,35.026,35.007,34.995,34.989,34.982,34.975
Buying,0.01979,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Selling,0.02369,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Buying,0.00089,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Selling,0.0013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Buying,6.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Selling,7.535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Buying,4.053,4.12,4.1233,4.122,4.1208,4.1215,4.1203,4.1187,4.1179,Selling,4.215,4.18,4.1742,4.1747,4.1737,4.174,4.1743,4.1747,4.175
