Currency,Date,Buy_cash,Buy_spot,Sell_cash,Sell_spot
USD,2025/04/11,32.595,32.596,32.745,32.704
EUR,2025/04/11,36.745,37.035,37.345,37.445
CNY,2025/04/11,4.443,4.4329,4.503,4.4839
