Currency,Date,Buy_cash,Buy_spot,Sell_cash,Sell_spot
USD,2025/07/16,29.34,29.345,29.49,29.451
EUR,2025/07/16,33.885,33.979,34.485,34.39
CNY,2025/07/16,4.068,4.0691,4.128,4.1202
