Rate,Cash,Spot,Forward-10Days,Forward-30Days,Forward-60Days,Forward-90Days,Forward-120Days,Forward-150Days,Forward-180Days,Rate.1,Cash.1,Spot.1,Forward-10Days.1,Forward-30Days.1,Forward-60Days.1,Forward-90Days.1,Forward-120Days.1,Forward-150Days.1,Forward-180Days.1
Buying,30.185,30.51,30.515,30.451,30.373,30.299,30.228,30.156,30.089,Selling,30.855,30.66,30.619,30.562,30.493,30.429,30.368,30.306,30.247
Buying,3.758,3.879,3.882,3.882,3.881,3.88,3.876,3.872,3.868,Selling,3.962,3.949,3.943,3.946,3.945,3.945,3.942,3.939,3.936
Buying,40.18,41.075,40.781,40.704,40.607,40.53,40.445,40.36,40.275,Selling,42.3,41.705,41.2,41.161,41.073,41.001,40.929,40.857,40.785
Buying,19.47,19.685,19.524,19.492,19.45,19.42,19.387,19.355,19.321,Selling,20.25,20.03,19.731,19.714,19.677,19.647,19.619,19.592,19.565
Buying,21.64,21.97,21.878,21.854,21.826,21.812,21.791,21.77,21.749,Selling,22.55,22.3,22.088,22.084,22.06,22.049,22.034,22.019,22.005
Buying,23.29,23.76,23.633,23.618,23.61,23.61,23.607,23.603,23.6,Selling,24.2,23.98,23.825,23.834,23.83,23.831,23.834,23.837,23.841
Buying,37.35,37.96,37.657,37.67,37.712,37.767,37.817,37.867,37.918,Selling,38.55,38.35,37.927,37.981,38.031,38.087,38.148,38.209,38.27
Buying,0.1991,0.2059,0.2038,0.2038,0.204,0.2041,0.2043,0.2044,0.2045,Selling,0.2119,0.2109,0.2079,0.2082,0.2084,0.2086,0.2088,0.209,0.2093
Buying,0.0,1.709,1.686,1.68,1.672,1.665,1.657,1.649,1.642,Selling,0.0,1.799,1.767,1.762,1.755,1.748,1.74,1.733,1.726
Buying,0.0,3.17,3.129,3.126,3.124,3.123,3.122,3.121,3.119,Selling,0.0,3.29,3.23,3.231,3.229,3.229,3.228,3.228,3.228
Buying,17.48,17.81,17.657,17.63,17.602,17.582,17.559,17.535,17.512,Selling,18.33,18.11,17.867,17.86,17.836,17.817,17.798,17.78,17.761
Buying,0.8154,0.9258,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Selling,1.0054,0.9718,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Buying,0.4759,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Selling,0.6079,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Buying,0.00148,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Selling,0.00218,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Buying,35.06,35.575,35.257,35.231,35.208,35.191,35.17,35.149,35.113,Selling,36.4,36.175,35.672,35.675,35.659,35.645,35.638,35.631,35.624
Buying,0.02036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Selling,0.02426,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Buying,0.00092,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Selling,0.00133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Buying,6.209,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Selling,7.734,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Buying,4.17,4.237,4.2309,4.2286,4.228,4.2272,4.2253,4.2228,4.2215,Selling,4.332,4.297,4.2825,4.2835,4.2832,4.2825,4.2823,4.2821,4.2819
