Currency,Date,Buy_cash,Buy_spot,Sell_cash,Sell_spot
USD,2025/06/26,29.065,29.07,29.215,29.175
EUR,2025/06/26,33.875,33.921,34.475,34.33
CNY,2025/06/26,4.036,4.0413,4.096,4.092
