Currency,Date,Buy_cash,Buy_spot,Sell_cash,Sell_spot
USD,2025/06/24,29.45,29.455,29.6,29.56
EUR,2025/06/24,33.955,34.009,34.555,34.42
CNY,2025/06/24,4.087,4.088,4.147,4.1395
