Currency,Date,Buy_cash,Buy_spot,Sell_cash,Sell_spot
USD,2025/05/16,30.095,30.098,30.245,30.205
EUR,2025/05/16,33.485,33.596,34.085,34.009
CNY,2025/05/16,4.16,4.1629,4.22,4.2147
