Currency,Date,Buy_cash,Buy_spot,Sell_cash,Sell_spot
USD,2025/07/04,28.85,28.854,29.0,28.961
EUR,2025/07/04,33.785,33.839,34.385,34.25
CNY,2025/07/04,4.009,4.0122,4.069,4.0633
