Currency,Date,Buy_cash,Buy_spot,Sell_cash,Sell_spot
USD,2025/04/23,32.405,32.406,32.555,32.512
EUR,2025/04/23,36.725,36.765,37.325,37.172
CNY,2025/04/23,4.428,4.4262,4.488,4.4772
