Currency,Date,Buy_cash,Buy_spot,Sell_cash,Sell_spot
USD,2025/05/22,29.955,29.958,30.105,30.065
EUR,2025/05/22,33.615,33.778,34.215,34.187
CNY,2025/05/22,4.139,4.1414,4.199,4.1922
