Currency,Date,Buy_cash,Buy_spot,Sell_cash,Sell_spot
USD,2025/06/13,29.565,29.569,29.715,29.676
EUR,2025/06/13,33.835,33.988,34.435,34.403
CNY,2025/06/13,4.096,4.1002,4.156,4.1516
