Currency,Date,Buy_cash,Buy_spot,Sell_cash,Sell_spot
USD,2025/05/13,30.385,30.383,30.535,30.49
EUR,2025/05/13,33.525,33.648,34.125,34.055
CNY,2025/05/13,4.204,4.2075,4.264,4.2581
