Currency,Date,Buy_cash,Buy_spot,Sell_cash,Sell_spot
USD,2025/06/09,29.865,29.874,30.015,29.98
EUR,2025/06/09,33.915,34.001,34.515,34.409
CNY,2025/06/09,4.141,4.1424,4.201,4.1934
