Currency,Date,Buy_cash,Buy_spot,Sell_cash,Sell_spot
USD,2025/05/30,29.825,29.832,29.975,29.939
EUR,2025/05/30,33.585,33.509,34.185,33.918
CNY,2025/05/30,4.126,4.1336,4.186,4.1842
