Currency,Date,Buy_cash,Buy_spot,Sell_cash,Sell_spot
USD,2025/08/06,29.905,29.91,30.055,30.014
EUR,2025/08/06,34.555,34.511,35.155,34.918
CNY,2025/08/06,4.143,4.1414,4.203,4.1922
