Currency,Date,Buy_cash,Buy_spot,Sell_cash,Sell_spot
USD,2025/06/23,29.655,29.66,29.805,29.766
EUR,2025/06/23,33.815,33.98,34.415,34.389
CNY,2025/06/23,4.106,4.1111,4.166,4.1623
