Currency,Date,Buy_cash,Buy_spot,Sell_cash,Sell_spot
USD,2025/07/29,29.625,29.635,29.775,29.74
EUR,2025/07/29,34.105,34.122,34.705,34.529
CNY,2025/07/29,4.108,4.1115,4.168,4.1625
