Currency,Date,Buy_cash,Buy_spot,Sell_cash,Sell_spot
USD,2025/06/30,29.215,29.23,29.365,29.337
EUR,2025/06/30,34.035,34.139,34.635,34.553
CNY,2025/06/30,4.061,4.065,4.121,4.1167
