Currency,Date,Buy_cash,Buy_spot,Sell_cash,Sell_spot
USD,2025/04/18,32.525,32.53,32.675,32.637
EUR,2025/04/18,36.775,36.864,37.375,37.276
CNY,2025/04/18,4.435,4.4396,4.495,4.4907
