Rate,Cash,Spot,Forward-10Days,Forward-30Days,Forward-60Days,Forward-90Days,Forward-120Days,Forward-150Days,Forward-180Days,Rate.1,Cash.1,Spot.1,Forward-10Days.1,Forward-30Days.1,Forward-60Days.1,Forward-90Days.1,Forward-120Days.1,Forward-150Days.1,Forward-180Days.1
Buying,30.285,30.635,30.615,30.553,30.47,30.401,30.329,30.258,30.195,Selling,30.955,30.735,30.719,30.665,30.591,30.531,30.469,30.409,30.353
Buying,3.777,3.903,3.901,3.896,3.89,3.884,3.879,3.873,3.867,Selling,3.981,3.963,3.962,3.959,3.953,3.949,3.944,3.94,3.935
Buying,40.01,41.02,40.983,40.91,40.811,40.722,40.627,40.532,40.438,Selling,42.13,41.42,41.397,41.352,41.255,41.171,41.091,41.011,40.931
Buying,19.65,19.94,19.924,19.893,19.852,19.818,19.782,19.746,19.708,Selling,20.43,20.14,20.13,20.11,20.07,20.038,20.009,19.98,19.948
Buying,21.73,22.13,22.119,22.096,22.071,22.051,22.028,22.005,21.982,Selling,22.64,22.33,22.326,22.319,22.294,22.277,22.262,22.247,22.231
Buying,23.24,23.73,23.725,23.716,23.713,23.713,23.711,23.708,23.706,Selling,24.15,23.91,23.914,23.922,23.921,23.923,23.929,23.935,23.941
Buying,37.33,38.01,38.018,38.035,38.084,38.127,38.169,38.211,38.253,Selling,38.53,38.26,38.284,38.331,38.382,38.43,38.487,38.544,38.601
Buying,0.1977,0.205,0.205,0.2051,0.2053,0.2054,0.2055,0.2056,0.2057,Selling,0.2105,0.209,0.2091,0.2093,0.2095,0.2097,0.2099,0.2101,0.2104
Buying,0.0,1.692,1.689,1.683,1.675,1.668,1.66,1.652,1.644,Selling,0.0,1.772,1.77,1.766,1.757,1.75,1.743,1.736,1.729
Buying,0.0,3.21,3.209,3.207,3.205,3.203,3.201,3.199,3.197,Selling,0.0,3.31,3.31,3.31,3.309,3.307,3.307,3.307,3.307
Buying,17.55,17.93,17.918,17.894,17.869,17.847,17.824,17.801,17.778,Selling,18.4,18.13,18.125,18.116,18.093,18.072,18.056,18.039,18.023
Buying,0.8213,0.9347,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Selling,1.0113,0.9747,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Buying,0.4705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Selling,0.6025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Buying,0.00153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Selling,0.00223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Buying,34.94,35.56,35.55,35.529,35.503,35.487,35.466,35.444,35.409,Selling,36.28,35.96,35.958,35.955,35.935,35.922,35.913,35.905,35.896
Buying,0.02027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Selling,0.02417,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Buying,0.00094,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Selling,0.00135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Buying,6.231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Selling,7.756,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Buying,4.199,4.271,4.2704,4.2693,4.268,4.267,4.2652,4.263,4.2617,Selling,4.361,4.321,4.3214,4.3221,4.3211,4.3203,4.3201,4.3198,4.3195
