Rate,Cash,Spot,Forward-10Days,Forward-30Days,Forward-60Days,Forward-90Days,Forward-120Days,Forward-150Days,Forward-180Days,Rate.1,Cash.1,Spot.1,Forward-10Days.1,Forward-30Days.1,Forward-60Days.1,Forward-90Days.1,Forward-120Days.1,Forward-150Days.1,Forward-180Days.1
Buying,30.095,30.445,30.425,30.365,30.285,30.213,30.142,30.073,30.012,Selling,30.765,30.545,30.529,30.476,30.405,30.343,30.282,30.223,30.17
Buying,3.754,3.88,3.878,3.873,3.867,3.861,3.856,3.85,3.844,Selling,3.958,3.94,3.939,3.936,3.93,3.926,3.921,3.917,3.912
Buying,39.97,40.98,40.943,40.87,40.771,40.682,40.587,40.492,40.398,Selling,42.09,41.38,41.357,41.312,41.215,41.131,41.051,40.971,40.891
Buying,19.62,19.91,19.894,19.863,19.822,19.788,19.752,19.716,19.678,Selling,20.4,20.11,20.1,20.08,20.04,20.008,19.979,19.95,19.918
Buying,21.55,21.95,21.939,21.916,21.891,21.871,21.848,21.825,21.802,Selling,22.46,22.15,22.146,22.139,22.114,22.097,22.082,22.067,22.051
Buying,23.15,23.64,23.635,23.626,23.623,23.623,23.621,23.618,23.616,Selling,24.06,23.82,23.824,23.832,23.831,23.833,23.839,23.845,23.851
Buying,37.38,38.06,38.068,38.085,38.134,38.177,38.219,38.261,38.303,Selling,38.58,38.31,38.334,38.381,38.432,38.48,38.537,38.594,38.651
Buying,0.1965,0.2038,0.2038,0.2039,0.204,0.2041,0.2043,0.2044,0.2045,Selling,0.2093,0.2078,0.2079,0.2081,0.2083,0.2084,0.2087,0.2089,0.2092
Buying,0.0,1.692,1.689,1.683,1.675,1.668,1.66,1.652,1.644,Selling,0.0,1.772,1.77,1.766,1.757,1.75,1.743,1.736,1.729
Buying,0.0,3.2,3.199,3.197,3.195,3.193,3.191,3.189,3.187,Selling,0.0,3.3,3.3,3.3,3.299,3.297,3.297,3.297,3.297
Buying,17.5,17.88,17.868,17.844,17.819,17.797,17.774,17.751,17.728,Selling,18.35,18.08,18.075,18.066,18.043,18.022,18.006,17.989,17.973
Buying,0.8217,0.9351,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Selling,1.0117,0.9751,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Buying,0.471,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Selling,0.603,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Buying,0.00153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Selling,0.00223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Buying,34.89,35.51,35.499,35.478,35.452,35.432,35.408,35.383,35.344,Selling,36.23,35.91,35.908,35.904,35.885,35.871,35.864,35.856,35.848
Buying,0.02023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Selling,0.02413,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Buying,0.00093,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Selling,0.00134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Buying,6.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Selling,7.725,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Buying,4.18,4.252,4.2513,4.2498,4.2484,4.247,4.245,4.2423,4.2408,Selling,4.342,4.302,4.3021,4.3023,4.3016,4.3007,4.3006,4.3006,4.3005
