Rate,Cash,Spot,Forward-10Days,Forward-30Days,Forward-60Days,Forward-90Days,Forward-120Days,Forward-150Days,Forward-180Days,Rate.1,Cash.1,Spot.1,Forward-10Days.1,Forward-30Days.1,Forward-60Days.1,Forward-90Days.1,Forward-120Days.1,Forward-150Days.1,Forward-180Days.1
Buying,30.33,30.68,30.66,30.59,30.519,30.445,30.367,30.302,30.239,Selling,31.0,30.78,30.764,30.702,30.64,30.575,30.509,30.452,30.397
Buying,3.777,3.903,3.901,3.896,3.89,3.884,3.879,3.873,3.867,Selling,3.981,3.963,3.962,3.959,3.953,3.949,3.944,3.94,3.935
Buying,39.89,40.9,40.863,40.79,40.691,40.602,40.507,40.412,40.318,Selling,42.01,41.3,41.277,41.232,41.135,41.051,40.971,40.891,40.811
Buying,19.65,19.94,19.924,19.893,19.852,19.818,19.782,19.746,19.708,Selling,20.43,20.14,20.13,20.11,20.07,20.038,20.009,19.98,19.948
Buying,21.79,22.19,22.179,22.156,22.131,22.111,22.088,22.065,22.042,Selling,22.7,22.39,22.386,22.379,22.354,22.337,22.322,22.307,22.291
Buying,23.26,23.75,23.745,23.736,23.733,23.733,23.731,23.728,23.726,Selling,24.17,23.93,23.934,23.942,23.941,23.943,23.949,23.955,23.961
Buying,37.33,38.01,38.018,38.035,38.084,38.127,38.169,38.211,38.253,Selling,38.53,38.26,38.284,38.331,38.382,38.43,38.487,38.544,38.601
Buying,0.1972,0.2045,0.2045,0.2046,0.2048,0.2049,0.205,0.2051,0.2052,Selling,0.21,0.2085,0.2086,0.2088,0.209,0.2092,0.2094,0.2096,0.2099
Buying,0.0,1.696,1.693,1.687,1.679,1.672,1.664,1.656,1.648,Selling,0.0,1.776,1.774,1.77,1.761,1.754,1.747,1.74,1.733
Buying,0.0,3.2,3.199,3.197,3.195,3.193,3.191,3.189,3.187,Selling,0.0,3.3,3.3,3.3,3.299,3.297,3.297,3.297,3.297
Buying,17.53,17.91,17.898,17.874,17.849,17.827,17.804,17.781,17.758,Selling,18.38,18.11,18.105,18.096,18.073,18.052,18.036,18.019,18.003
Buying,0.8209,0.9343,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Selling,1.0109,0.9743,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Buying,0.4689,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Selling,0.6009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Buying,0.00153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Selling,0.00223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Buying,34.92,35.54,35.527,35.502,35.481,35.465,35.442,35.42,35.383,Selling,36.26,35.94,35.937,35.931,35.92,35.904,35.896,35.888,35.879
Buying,0.02032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Selling,0.02422,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Buying,0.00094,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Selling,0.00135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Buying,6.238,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Selling,7.763,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Buying,4.207,4.279,4.2785,4.2774,4.2762,4.2753,4.2734,4.271,4.2696,Selling,4.369,4.329,4.3295,4.3304,4.3295,4.3288,4.3286,4.3283,4.3281
