Rate,Cash,Spot,Forward-10Days,Forward-30Days,Forward-60Days,Forward-90Days,Forward-120Days,Forward-150Days,Forward-180Days,Rate.1,Cash.1,Spot.1,Forward-10Days.1,Forward-30Days.1,Forward-60Days.1,Forward-90Days.1,Forward-120Days.1,Forward-150Days.1,Forward-180Days.1
Buying,30.1,30.425,30.428,30.368,30.288,30.218,30.146,30.076,30.011,Selling,30.77,30.575,30.532,30.478,30.408,30.348,30.286,30.226,30.169
Buying,3.749,3.87,3.874,3.874,3.873,3.872,3.868,3.864,3.86,Selling,3.953,3.94,3.935,3.938,3.937,3.937,3.934,3.931,3.928
Buying,39.86,40.755,40.811,40.734,40.637,40.56,40.475,40.39,40.305,Selling,41.98,41.385,41.23,41.191,41.103,41.031,40.959,40.887,40.815
Buying,19.23,19.445,19.474,19.442,19.4,19.37,19.337,19.305,19.271,Selling,20.01,19.79,19.681,19.664,19.627,19.597,19.569,19.542,19.515
Buying,21.49,21.82,21.868,21.844,21.816,21.802,21.781,21.76,21.739,Selling,22.4,22.15,22.078,22.074,22.05,22.039,22.024,22.009,21.995
Buying,23.13,23.6,23.613,23.598,23.59,23.59,23.587,23.583,23.58,Selling,24.04,23.82,23.805,23.814,23.81,23.811,23.814,23.817,23.821
Buying,37.01,37.62,37.757,37.77,37.812,37.867,37.917,37.967,38.018,Selling,38.21,38.01,38.027,38.081,38.131,38.187,38.248,38.309,38.37
Buying,0.1971,0.2039,0.2047,0.2048,0.2049,0.2051,0.2052,0.2053,0.2054,Selling,0.2099,0.2089,0.2088,0.209,0.2092,0.2094,0.2096,0.2098,0.21
Buying,0.0,1.679,1.675,1.669,1.661,1.654,1.646,1.638,1.631,Selling,0.0,1.769,1.756,1.751,1.744,1.737,1.729,1.722,1.715
Buying,0.0,3.13,3.139,3.136,3.134,3.133,3.132,3.131,3.129,Selling,0.0,3.25,3.24,3.241,3.239,3.239,3.238,3.238,3.238
Buying,17.3,17.63,17.647,17.62,17.592,17.572,17.549,17.525,17.502,Selling,18.15,17.93,17.857,17.85,17.826,17.807,17.788,17.77,17.751
Buying,0.8063,0.9167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Selling,0.9963,0.9627,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Buying,0.4685,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Selling,0.6005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Buying,0.00148,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Selling,0.00218,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Buying,34.73,35.245,35.349,35.328,35.305,35.288,35.272,35.255,35.225,Selling,36.07,35.845,35.759,35.757,35.74,35.73,35.723,35.715,35.707
Buying,0.02008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Selling,0.02398,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Buying,0.00091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Selling,0.00132,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Buying,6.195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Selling,7.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Buying,4.151,4.218,4.221,4.2191,4.2183,4.2173,4.2159,4.2139,4.2131,Selling,4.313,4.278,4.2722,4.2727,4.2723,4.2718,4.2715,4.2712,4.2708
