Rate,Cash,Spot,Forward-10Days,Forward-30Days,Forward-60Days,Forward-90Days,Forward-120Days,Forward-150Days,Forward-180Days,Rate.1,Cash.1,Spot.1,Forward-10Days.1,Forward-30Days.1,Forward-60Days.1,Forward-90Days.1,Forward-120Days.1,Forward-150Days.1,Forward-180Days.1
Buying,29.59,29.915,29.921,29.858,29.781,29.708,29.638,29.564,29.491,Selling,30.26,30.065,30.024,29.968,29.901,29.838,29.778,29.714,29.649
Buying,3.679,3.8,3.807,3.807,3.806,3.805,3.801,3.797,3.793,Selling,3.883,3.87,3.868,3.871,3.87,3.87,3.867,3.864,3.861
Buying,39.47,40.365,40.421,40.344,40.247,40.17,40.085,40.0,39.915,Selling,41.59,40.995,40.84,40.801,40.713,40.641,40.569,40.497,40.425
Buying,19.15,19.365,19.414,19.382,19.34,19.31,19.277,19.245,19.211,Selling,19.93,19.71,19.621,19.604,19.567,19.537,19.509,19.482,19.455
Buying,21.25,21.58,21.638,21.614,21.586,21.572,21.551,21.53,21.509,Selling,22.16,21.91,21.848,21.844,21.82,21.809,21.794,21.779,21.765
Buying,22.81,23.28,23.293,23.278,23.27,23.27,23.267,23.263,23.26,Selling,23.72,23.5,23.485,23.494,23.49,23.491,23.494,23.497,23.501
Buying,36.43,37.04,37.107,37.12,37.162,37.217,37.267,37.317,37.368,Selling,37.63,37.43,37.377,37.431,37.481,37.537,37.598,37.659,37.72
Buying,0.195,0.2018,0.2021,0.2022,0.2023,0.2025,0.2026,0.2027,0.2028,Selling,0.2078,0.2068,0.2062,0.2064,0.2066,0.2068,0.207,0.2072,0.2074
Buying,0.0,1.661,1.667,1.661,1.653,1.646,1.638,1.63,1.623,Selling,0.0,1.751,1.748,1.743,1.736,1.729,1.721,1.714,1.707
Buying,0.0,3.08,3.099,3.096,3.094,3.093,3.092,3.091,3.089,Selling,0.0,3.2,3.2,3.201,3.199,3.199,3.198,3.198,3.198
Buying,17.31,17.64,17.677,17.65,17.622,17.602,17.579,17.555,17.532,Selling,18.16,17.94,17.887,17.88,17.856,17.837,17.818,17.8,17.781
Buying,0.7959,0.9063,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Selling,0.9859,0.9523,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Buying,0.4594,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Selling,0.5914,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Buying,0.00148,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Selling,0.00218,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Buying,34.25,34.765,34.831,34.813,34.786,34.772,34.746,34.72,34.679,Selling,35.59,35.365,35.238,35.235,35.221,35.206,35.195,35.183,35.172
Buying,0.01986,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Selling,0.02376,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Buying,0.0009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Selling,0.00131,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Buying,6.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Selling,7.615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Buying,4.08,4.147,4.1465,4.1454,4.1446,4.1442,4.1426,4.1406,4.1395,Selling,4.242,4.207,4.1973,4.1979,4.1977,4.1972,4.1971,4.197,4.1969
