Rate,Cash,Spot,Forward-10Days,Forward-30Days,Forward-60Days,Forward-90Days,Forward-120Days,Forward-150Days,Forward-180Days,Rate.1,Cash.1,Spot.1,Forward-10Days.1,Forward-30Days.1,Forward-60Days.1,Forward-90Days.1,Forward-120Days.1,Forward-150Days.1,Forward-180Days.1
Buying,29.545,29.87,29.876,29.813,29.737,29.658,29.592,29.521,29.436,Selling,30.215,30.02,29.98,29.924,29.858,29.787,29.732,29.67,29.592
Buying,3.659,3.78,3.784,3.784,3.783,3.782,3.778,3.774,3.77,Selling,3.863,3.85,3.845,3.848,3.847,3.847,3.844,3.841,3.838
Buying,39.45,40.345,40.341,40.264,40.167,40.09,40.005,39.92,39.835,Selling,41.57,40.975,40.76,40.721,40.633,40.561,40.489,40.417,40.345
Buying,19.2,19.415,19.494,19.462,19.42,19.39,19.357,19.325,19.291,Selling,19.98,19.76,19.701,19.684,19.647,19.617,19.589,19.562,19.535
Buying,21.26,21.59,21.648,21.624,21.596,21.582,21.561,21.54,21.519,Selling,22.17,21.92,21.858,21.854,21.83,21.819,21.804,21.789,21.775
Buying,22.8,23.27,23.293,23.278,23.27,23.27,23.267,23.263,23.26,Selling,23.71,23.49,23.485,23.494,23.49,23.491,23.494,23.497,23.501
Buying,36.36,36.97,37.137,37.15,37.192,37.247,37.297,37.347,37.398,Selling,37.56,37.36,37.407,37.461,37.511,37.567,37.628,37.689,37.75
Buying,0.1939,0.2007,0.2012,0.2013,0.2014,0.2015,0.2016,0.2018,0.2019,Selling,0.2067,0.2057,0.2052,0.2054,0.2056,0.2058,0.206,0.2063,0.2065
Buying,0.0,1.665,1.664,1.658,1.65,1.643,1.635,1.627,1.62,Selling,0.0,1.755,1.745,1.74,1.733,1.726,1.718,1.711,1.704
Buying,0.0,3.08,3.099,3.096,3.094,3.093,3.092,3.091,3.089,Selling,0.0,3.2,3.2,3.201,3.199,3.199,3.198,3.198,3.198
Buying,17.44,17.77,17.807,17.78,17.752,17.732,17.709,17.685,17.662,Selling,18.29,18.07,18.017,18.01,17.986,17.967,17.948,17.93,17.911
Buying,0.7988,0.9092,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Selling,0.9888,0.9552,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Buying,0.4627,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Selling,0.5947,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Buying,0.00148,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Selling,0.00218,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Buying,34.27,34.785,34.85,34.831,34.81,34.791,34.763,34.735,34.692,Selling,35.61,35.385,35.259,35.258,35.241,35.225,35.211,35.197,35.182
Buying,0.01997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Selling,0.02387,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Buying,0.00089,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Selling,0.0013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Buying,6.091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Selling,7.616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Buying,4.074,4.141,4.1453,4.1438,4.1434,4.143,4.1413,4.139,4.1377,Selling,4.236,4.201,4.1964,4.1971,4.1968,4.1963,4.1961,4.1959,4.1958
