Rate,Cash,Spot,Forward-10Days,Forward-30Days,Forward-60Days,Forward-90Days,Forward-120Days,Forward-150Days,Forward-180Days,Rate.1,Cash.1,Spot.1,Forward-10Days.1,Forward-30Days.1,Forward-60Days.1,Forward-90Days.1,Forward-120Days.1,Forward-150Days.1,Forward-180Days.1
Buying,29.64,29.99,29.971,29.909,29.831,29.761,29.693,29.62,29.547,Selling,30.31,30.09,30.075,30.02,29.951,29.891,29.832,29.767,29.703
Buying,3.674,3.8,3.8,3.8,3.799,3.798,3.794,3.79,3.786,Selling,3.878,3.86,3.861,3.864,3.863,3.863,3.86,3.857,3.854
Buying,39.47,40.48,40.441,40.364,40.267,40.19,40.105,40.02,39.935,Selling,41.59,40.88,40.86,40.821,40.733,40.661,40.589,40.517,40.445
Buying,19.12,19.41,19.394,19.362,19.32,19.29,19.257,19.225,19.191,Selling,19.9,19.61,19.601,19.584,19.547,19.517,19.489,19.462,19.435
Buying,21.26,21.66,21.648,21.624,21.596,21.582,21.561,21.54,21.519,Selling,22.17,21.86,21.858,21.854,21.83,21.819,21.804,21.789,21.775
Buying,22.82,23.31,23.303,23.288,23.28,23.28,23.277,23.273,23.27,Selling,23.73,23.49,23.495,23.504,23.5,23.501,23.504,23.507,23.511
Buying,36.39,37.07,37.077,37.09,37.132,37.187,37.237,37.287,37.338,Selling,37.59,37.32,37.347,37.401,37.451,37.507,37.568,37.629,37.69
Buying,0.1947,0.202,0.2021,0.2022,0.2023,0.2024,0.2025,0.2027,0.2028,Selling,0.2075,0.206,0.2061,0.2063,0.2065,0.2067,0.2069,0.2072,0.2074
Buying,0.0,1.667,1.664,1.658,1.65,1.643,1.635,1.627,1.62,Selling,0.0,1.747,1.745,1.74,1.733,1.726,1.718,1.711,1.704
Buying,0.0,3.09,3.089,3.086,3.084,3.083,3.082,3.081,3.079,Selling,0.0,3.19,3.19,3.191,3.189,3.189,3.188,3.188,3.188
Buying,17.31,17.69,17.677,17.65,17.622,17.602,17.579,17.555,17.532,Selling,18.16,17.89,17.887,17.88,17.856,17.837,17.818,17.8,17.781
Buying,0.7977,0.9111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Selling,0.9877,0.9511,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Buying,0.4599,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Selling,0.5919,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Buying,0.00153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Selling,0.00223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Buying,34.19,34.81,34.8,34.779,34.755,34.737,34.71,34.682,34.639,Selling,35.53,35.21,35.21,35.209,35.193,35.181,35.171,35.16,35.149
Buying,0.01988,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Selling,0.02378,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Buying,0.00092,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Selling,0.00133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Buying,6.097,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Selling,7.622,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Buying,4.086,4.158,4.1571,4.1553,4.1548,4.1543,4.1526,4.1505,4.1493,Selling,4.248,4.208,4.2083,4.2088,4.2087,4.2083,4.2085,4.2087,4.2089
