Rate,Cash,Spot,Forward-10Days,Forward-30Days,Forward-60Days,Forward-90Days,Forward-120Days,Forward-150Days,Forward-180Days,Rate.1,Cash.1,Spot.1,Forward-10Days.1,Forward-30Days.1,Forward-60Days.1,Forward-90Days.1,Forward-120Days.1,Forward-150Days.1,Forward-180Days.1
Buying,30.18,30.53,30.51,30.449,30.368,30.296,30.224,30.152,30.091,Selling,30.85,30.63,30.614,30.559,30.488,30.425,30.364,30.302,30.249
Buying,3.766,3.892,3.892,3.892,3.891,3.89,3.886,3.882,3.878,Selling,3.97,3.952,3.953,3.956,3.955,3.955,3.952,3.949,3.946
Buying,40.07,41.08,41.041,40.964,40.867,40.79,40.705,40.62,40.535,Selling,42.19,41.48,41.46,41.421,41.333,41.261,41.189,41.117,41.045
Buying,19.52,19.81,19.794,19.762,19.72,19.69,19.657,19.625,19.591,Selling,20.3,20.01,20.001,19.984,19.947,19.917,19.889,19.862,19.835
Buying,21.69,22.09,22.078,22.054,22.026,22.012,21.991,21.97,21.949,Selling,22.6,22.29,22.288,22.284,22.26,22.249,22.234,22.219,22.205
Buying,23.22,23.71,23.703,23.688,23.68,23.68,23.677,23.673,23.67,Selling,24.13,23.89,23.895,23.904,23.9,23.901,23.904,23.907,23.911
Buying,37.34,38.02,38.027,38.04,38.082,38.137,38.187,38.237,38.288,Selling,38.54,38.27,38.297,38.351,38.401,38.457,38.518,38.579,38.64
Buying,0.1984,0.2057,0.2057,0.2057,0.2059,0.206,0.2062,0.2063,0.2064,Selling,0.2112,0.2097,0.2098,0.2101,0.2103,0.2105,0.2107,0.2109,0.2112
Buying,0.0,1.692,1.689,1.683,1.675,1.668,1.66,1.652,1.645,Selling,0.0,1.772,1.77,1.765,1.758,1.751,1.743,1.736,1.729
Buying,0.0,3.17,3.169,3.166,3.164,3.163,3.162,3.161,3.159,Selling,0.0,3.27,3.27,3.271,3.269,3.269,3.268,3.268,3.268
Buying,17.44,17.82,17.807,17.78,17.752,17.732,17.709,17.685,17.662,Selling,18.29,18.02,18.017,18.01,17.986,17.967,17.948,17.93,17.911
Buying,0.8158,0.9292,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Selling,1.0058,0.9692,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Buying,0.4699,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Selling,0.6019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Buying,0.00153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Selling,0.00223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Buying,34.78,35.4,35.389,35.366,35.343,35.324,35.304,35.283,35.249,Selling,36.12,35.8,35.8,35.801,35.78,35.769,35.761,35.753,35.744
Buying,0.02029,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Selling,0.02419,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Buying,0.00093,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Selling,0.00134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Buying,6.212,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Selling,7.737,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Buying,4.187,4.259,4.2589,4.2587,4.2555,4.2542,4.2525,4.2502,4.2491,Selling,4.349,4.309,4.3099,4.3118,4.309,4.3082,4.3079,4.3077,4.3075
