Rate,Cash,Spot,Forward-10Days,Forward-30Days,Forward-60Days,Forward-90Days,Forward-120Days,Forward-150Days,Forward-180Days,Rate.1,Cash.1,Spot.1,Forward-10Days.1,Forward-30Days.1,Forward-60Days.1,Forward-90Days.1,Forward-120Days.1,Forward-150Days.1,Forward-180Days.1
Buying,29.515,29.84,29.846,29.779,29.706,29.633,29.558,29.493,29.429,Selling,30.185,29.99,29.949,29.89,29.826,29.761,29.698,29.643,29.587
Buying,3.655,3.776,3.78,3.78,3.779,3.778,3.774,3.77,3.766,Selling,3.859,3.846,3.841,3.844,3.843,3.843,3.84,3.837,3.834
Buying,39.0,39.895,40.021,39.944,39.847,39.77,39.685,39.6,39.515,Selling,41.12,40.525,40.44,40.401,40.313,40.241,40.169,40.097,40.025
Buying,19.1,19.315,19.374,19.342,19.3,19.27,19.237,19.205,19.171,Selling,19.88,19.66,19.581,19.564,19.527,19.497,19.469,19.442,19.415
Buying,21.22,21.55,21.618,21.594,21.566,21.552,21.531,21.51,21.489,Selling,22.13,21.88,21.828,21.824,21.8,21.789,21.774,21.759,21.745
Buying,22.67,23.14,23.203,23.188,23.18,23.18,23.177,23.173,23.17,Selling,23.58,23.36,23.395,23.404,23.4,23.401,23.404,23.407,23.411
Buying,36.01,36.62,36.887,36.9,36.942,36.997,37.047,37.097,37.148,Selling,37.21,37.01,37.157,37.211,37.261,37.317,37.378,37.439,37.5
Buying,0.1928,0.1996,0.2011,0.2012,0.2013,0.2014,0.2015,0.2017,0.2018,Selling,0.2056,0.2046,0.2051,0.2053,0.2055,0.2057,0.2059,0.2062,0.2064
Buying,0.0,1.64,1.642,1.636,1.628,1.621,1.613,1.605,1.598,Selling,0.0,1.73,1.723,1.718,1.711,1.704,1.696,1.689,1.682
Buying,0.0,3.05,3.079,3.076,3.074,3.073,3.072,3.071,3.069,Selling,0.0,3.17,3.18,3.181,3.179,3.179,3.178,3.178,3.178
Buying,17.29,17.62,17.667,17.64,17.612,17.592,17.569,17.545,17.522,Selling,18.14,17.92,17.877,17.87,17.846,17.827,17.808,17.79,17.771
Buying,0.7929,0.9033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Selling,0.9829,0.9493,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Buying,0.4583,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Selling,0.5903,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Buying,0.00148,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Selling,0.00218,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Buying,33.94,34.455,34.64,34.621,34.602,34.585,34.562,34.538,34.501,Selling,35.28,35.055,35.047,35.042,35.026,35.014,35.006,34.999,34.99
Buying,0.01977,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Selling,0.02367,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Buying,0.0009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Selling,0.00131,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Buying,6.041,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Selling,7.566,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Buying,4.062,4.129,4.1373,4.136,4.1361,4.1356,4.1338,4.1317,4.1303,Selling,4.224,4.189,4.1883,4.189,4.189,4.1885,4.1886,4.1886,4.1887
