Currency,Date,Buy_cash,Buy_spot,Sell_cash,Sell_spot
USD,2025/07/18,29.325,29.33,29.475,29.436
EUR,2025/07/18,33.925,33.999,34.525,34.409
CNY,2025/07/18,4.065,4.0671,4.125,4.1182
