Currency,Date,Buy_cash,Buy_spot,Sell_cash,Sell_spot
USD,2025/06/04,29.865,29.874,30.015,29.98
EUR,2025/06/04,33.765,33.889,34.365,34.298
CNY,2025/06/04,4.135,4.1375,4.195,4.1881
