Rate,Cash,Spot,Forward-10Days,Forward-30Days,Forward-60Days,Forward-90Days,Forward-120Days,Forward-150Days,Forward-180Days,Rate.1,Cash.1,Spot.1,Forward-10Days.1,Forward-30Days.1,Forward-60Days.1,Forward-90Days.1,Forward-120Days.1,Forward-150Days.1,Forward-180Days.1
Buying,30.11,30.46,30.44,30.372,30.306,30.233,30.159,30.097,30.038,Selling,30.78,30.56,30.544,30.485,30.427,30.365,30.3,30.248,30.195
Buying,3.757,3.883,3.881,3.876,3.87,3.864,3.859,3.853,3.847,Selling,3.961,3.943,3.942,3.939,3.933,3.929,3.924,3.92,3.915
Buying,39.99,41.0,40.963,40.89,40.791,40.702,40.607,40.512,40.418,Selling,42.11,41.4,41.377,41.332,41.235,41.151,41.071,40.991,40.911
Buying,19.64,19.93,19.914,19.883,19.842,19.808,19.772,19.736,19.698,Selling,20.42,20.13,20.12,20.1,20.06,20.028,19.999,19.97,19.938
Buying,21.57,21.97,21.959,21.936,21.911,21.891,21.868,21.845,21.822,Selling,22.48,22.17,22.166,22.159,22.134,22.117,22.102,22.087,22.071
Buying,23.17,23.66,23.655,23.646,23.643,23.643,23.641,23.638,23.636,Selling,24.08,23.84,23.844,23.852,23.851,23.853,23.859,23.865,23.871
Buying,37.46,38.14,38.148,38.165,38.214,38.257,38.299,38.341,38.383,Selling,38.66,38.39,38.414,38.461,38.512,38.56,38.617,38.674,38.731
Buying,0.1968,0.2041,0.2041,0.2042,0.2043,0.2044,0.2046,0.2047,0.2048,Selling,0.2096,0.2081,0.2082,0.2084,0.2086,0.2087,0.209,0.2092,0.2095
Buying,0.0,1.694,1.691,1.685,1.677,1.67,1.662,1.654,1.646,Selling,0.0,1.774,1.772,1.768,1.759,1.752,1.745,1.738,1.731
Buying,0.0,3.21,3.209,3.207,3.205,3.203,3.201,3.199,3.197,Selling,0.0,3.31,3.31,3.31,3.309,3.307,3.307,3.307,3.307
Buying,17.54,17.92,17.908,17.884,17.859,17.837,17.814,17.791,17.768,Selling,18.39,18.12,18.115,18.106,18.083,18.062,18.046,18.029,18.013
Buying,0.8251,0.9385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Selling,1.0151,0.9785,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Buying,0.4708,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Selling,0.6028,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Buying,0.00153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Selling,0.00223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Buying,34.93,35.55,35.535,35.504,35.491,35.47,35.449,35.427,35.39,Selling,36.27,35.95,35.947,35.941,35.937,35.922,35.912,35.902,35.892
Buying,0.02019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Selling,0.02409,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Buying,0.00093,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Selling,0.00134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Buying,6.203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Selling,7.728,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Buying,4.181,4.253,4.2514,4.2483,4.249,4.2477,4.246,4.2436,4.2425,Selling,4.343,4.303,4.303,4.303,4.3039,4.3032,4.3029,4.3025,4.3022
