Rate,Cash,Spot,Forward-10Days,Forward-30Days,Forward-60Days,Forward-90Days,Forward-120Days,Forward-150Days,Forward-180Days,Rate.1,Cash.1,Spot.1,Forward-10Days.1,Forward-30Days.1,Forward-60Days.1,Forward-90Days.1,Forward-120Days.1,Forward-150Days.1,Forward-180Days.1
Buying,29.855,30.205,30.186,30.124,30.048,29.969,29.904,29.835,29.767,Selling,30.525,30.305,30.289,30.233,30.168,30.099,30.044,29.985,29.925
Buying,3.719,3.845,3.845,3.845,3.844,3.843,3.839,3.835,3.831,Selling,3.923,3.905,3.906,3.909,3.908,3.908,3.905,3.902,3.899
Buying,39.57,40.58,40.541,40.464,40.367,40.29,40.205,40.12,40.035,Selling,41.69,40.98,40.96,40.921,40.833,40.761,40.689,40.617,40.545
Buying,19.08,19.37,19.354,19.322,19.28,19.25,19.217,19.185,19.151,Selling,19.86,19.57,19.561,19.544,19.507,19.477,19.449,19.422,19.395
Buying,21.31,21.71,21.698,21.674,21.646,21.632,21.611,21.59,21.569,Selling,22.22,21.91,21.908,21.904,21.88,21.869,21.854,21.839,21.825
Buying,22.96,23.45,23.443,23.428,23.42,23.42,23.417,23.413,23.41,Selling,23.87,23.63,23.635,23.644,23.64,23.641,23.644,23.647,23.651
Buying,36.61,37.29,37.297,37.31,37.352,37.407,37.457,37.507,37.558,Selling,37.81,37.54,37.567,37.621,37.671,37.727,37.788,37.849,37.91
Buying,0.1959,0.2032,0.2032,0.2033,0.2034,0.2036,0.2037,0.2038,0.2039,Selling,0.2087,0.2072,0.2073,0.2075,0.2077,0.2079,0.2081,0.2083,0.2085
Buying,0.0,1.667,1.664,1.658,1.65,1.643,1.635,1.627,1.62,Selling,0.0,1.747,1.745,1.74,1.733,1.726,1.718,1.711,1.704
Buying,0.0,3.1,3.099,3.096,3.094,3.093,3.092,3.091,3.089,Selling,0.0,3.2,3.2,3.201,3.199,3.199,3.198,3.198,3.198
Buying,17.17,17.55,17.537,17.51,17.482,17.462,17.439,17.415,17.392,Selling,18.02,17.75,17.747,17.74,17.716,17.697,17.678,17.66,17.641
Buying,0.8,0.9134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Selling,0.99,0.9534,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Buying,0.463,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Selling,0.595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Buying,0.00153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Selling,0.00223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Buying,34.38,35.0,34.989,34.968,34.951,34.932,34.913,34.893,34.861,Selling,35.72,35.4,35.4,35.399,35.382,35.37,35.364,35.357,35.35
Buying,0.01988,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Selling,0.02378,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Buying,0.00092,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Selling,0.00133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Buying,6.133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Selling,7.658,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Buying,4.111,4.183,4.1823,4.1809,4.1805,4.1801,4.1786,4.1767,4.1755,Selling,4.273,4.233,4.2332,4.2335,4.2333,4.2325,4.2326,4.2328,4.233
