Currency,Date,Buy_cash,Buy_spot,Sell_cash,Sell_spot
USD,2025/07/30,29.63,29.636,29.78,29.74
EUR,2025/07/30,33.985,34.12,34.585,34.53
CNY,2025/07/30,4.105,4.1091,4.165,4.1602
