Currency,Date,Buy_cash,Buy_spot,Sell_cash,Sell_spot
USD,2025/06/12,29.565,29.569,29.715,29.676
EUR,2025/06/12,34.025,33.948,34.625,34.361
CNY,2025/06/12,4.099,4.0992,4.159,4.1503
