Currency,Date,Buy_cash,Buy_spot,Sell_cash,Sell_spot
USD,2025/08/08,29.765,29.77,29.915,29.874
EUR,2025/08/08,34.455,34.591,35.055,34.999
CNY,2025/08/08,4.122,4.1265,4.182,4.1774
