Currency,Date,Buy_cash,Buy_spot,Sell_cash,Sell_spot
USD,2025/05/06,30.205,30.207,30.355,30.315
EUR,2025/05/06,33.975,34.135,34.575,34.546
CNY,2025/05/06,4.167,4.1731,4.227,4.2243
