Currency,Date,Buy_cash,Buy_spot,Sell_cash,Sell_spot
USD,2025/04/14,32.41,32.411,32.56,32.519
EUR,2025/04/14,36.675,36.786,37.275,37.195
CNY,2025/04/14,4.409,4.4196,4.469,4.4704
