Currency,Date,Buy_cash,Buy_spot,Sell_cash,Sell_spot
USD,2025/07/28,29.445,29.45,29.595,29.555
EUR,2025/07/28,34.155,34.281,34.755,34.688
CNY,2025/07/28,4.086,4.0875,4.146,4.1383
