Currency,Date,Buy_cash,Buy_spot,Sell_cash,Sell_spot
USD,2025/06/11,29.82,29.829,29.97,29.935
EUR,2025/06/11,33.905,33.941,34.505,34.349
CNY,2025/06/11,4.131,4.1337,4.191,4.1842
